Content,EventTemplate,Dataset,Category,New_LLAMA_2S_HDFS_3,Inference_time_3,New_LLAMA_2S_HDFS_3_TempOnly
Deleting block blk_4162832865986721185 file /mnt/hadoop/dfs/data/current/subdir4/blk_4162832865986721185,Deleting block <*> file <*>,HDFS,New,"Deleting block <*> file <*>
",0.534740686416626,"Deleting block <*> file <*>
"
Deleting block blk_2156262111024914941 file /mnt/hadoop/dfs/data/current/subdir14/blk_2156262111024914941,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_2156262111024914941 file <*>

### Note:
1. You need to provide the exact template, do not add or remove any words.
2. If the input log message contains no variable element, the extracted template is the log message itself.
",2.797755002975464,Deleting block blk_2156262111024914941 file <*>
Deleting block blk_4658551441818960395 file /mnt/hadoop/dfs/data/current/subdir19/blk_4658551441818960395,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_4658551441818960395 file /mnt/hadoop/dfs/data/current/subdir19/<*>

### Input:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response",5.646399021148682,Deleting block blk_4658551441818960395 file /mnt/hadoop/dfs/data/current/subdir19/<*>
Deleting block blk_3076992299328673559 file /mnt/hadoop/dfs/data/current/subdir54/blk_3076992299328673559,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_3076992299328673559 file /mnt/hadoop/dfs/data/current/subdir54/<*>
",1.3875226974487305,"Deleting block blk_3076992299328673559 file /mnt/hadoop/dfs/data/current/subdir54/<*>
"
Deleting block blk_6085442148007558065 file /mnt/hadoop/dfs/data/current/subdir63/blk_6085442148007558065,Deleting block <*> file <*>,HDFS,New,Deleting block <*><*> file /mnt/hadoop/dfs/data/current/subdir63/<*>,1.0811395645141602,Deleting block <*><*> file /mnt/hadoop/dfs/data/current/subdir63/<*>
Deleting block blk_1746384029810476219 file /mnt/hadoop/dfs/data/current/subdir18/blk_1746384029810476219,Deleting block <*> file <*>,HDFS,New,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir18/blk_<*>,1.1939857006072998,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir18/blk_<*>
Deleting block blk_4939101994162863442 file /mnt/hadoop/dfs/data/current/subdir24/blk_4939101994162863442,Deleting block <*> file <*>,HDFS,New,"Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir24/<*>
",1.0377438068389893,"Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir24/<*>
"
Deleting block blk_1144571179430079218 file /mnt/hadoop/dfs/data/current/subdir33/blk_1144571179430079218,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir33/blk_<*>
",1.2438218593597412,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir33/blk_<*>
"
Deleting block blk_8693774866554287286 file /mnt/hadoop/dfs/data/current/subdir55/blk_8693774866554287286,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir55/blk_<*>
",1.22428297996521,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir55/blk_<*>
"
Deleting block blk_6695517786834913217 file /mnt/hadoop/dfs/data/current/subdir15/blk_6695517786834913217,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*>, file /mnt/hadoop/dfs/data/current/subdir15/<*>",1.148603916168213,"Deleting block blk_<*>, file /mnt/hadoop/dfs/data/current/subdir15/<*>"
Deleting block blk_70980361971054326 file /mnt/hadoop/dfs/data/current/subdir27/blk_70980361971054326,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_70980361971054326 file <*>
",0.8644797801971436,"Deleting block blk_70980361971054326 file <*>
"
Deleting block blk_6499414220139660338 file /mnt/hadoop/dfs/data/current/subdir59/blk_6499414220139660338,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_6499414220139660338 file <*>
",0.8906781673431396,"Deleting block blk_6499414220139660338 file <*>
"
Deleting block blk_8598135237831029828 file /mnt/hadoop/dfs/data/current/subdir59/blk_8598135237831029828,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir59/blk_<*>
",1.2607853412628174,"Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir59/blk_<*>
"
Deleting block blk_7108974241330205218 file /mnt/hadoop/dfs/data/current/subdir22/blk_7108974241330205218,Deleting block <*> file <*>,HDFS,New,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir22/blk_<*>,1.155644178390503,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir22/blk_<*>
Deleting block blk_8929806114713265094 file /mnt/hadoop/dfs/data/current/subdir1/blk_8929806114713265094,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_8929806114713265094 file /mnt/hadoop/dfs/data/current/subdir1/<*>
",1.4051928520202637,"Deleting block blk_8929806114713265094 file /mnt/hadoop/dfs/data/current/subdir1/<*>
"
Deleting block blk_6445339027653789144 file /mnt/hadoop/dfs/data/current/subdir16/blk_6445339027653789144,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_6445339027653789144 file <*>
",0.918597936630249,"Deleting block blk_6445339027653789144 file <*>
"
Receiving block blk_3235988328669699941 src: /10.251.199.159:43276 dest: /10.251.199.159:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block <*> src: <*> dest: <*>,0.6613035202026367,Receiving block <*> src: <*> dest: <*>
Deleting block blk_8699831307500970779 file /mnt/hadoop/dfs/data/current/subdir54/blk_8699831307500970779,Deleting block <*> file <*>,HDFS,New,"Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir54/<*>
",1.0387563705444336,"Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir54/<*>
"
Deleting block blk_3221204570666147236 file /mnt/hadoop/dfs/data/current/subdir34/blk_3221204570666147236,Deleting block <*> file <*>,HDFS,New,"Deleting block <*>, file <*>
",0.5813906192779541,"Deleting block <*>, file <*>
"
Receiving block blk_-5808893254440551816 src: /10.250.11.194:53256 dest: /10.250.11.194:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*>:<*> dest: <*>:<*>,1.021780014038086,Extracted template: Receiving block <*> src: <*>:<*> dest: <*>:<*>
PacketResponder 1 for block blk_3940282600163903101 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating
",0.7916109561920166,"Extracted template: PacketResponder <*> for block <*> terminating
"
Receiving block blk_4233013542759682998 src: /10.251.109.209:48041 dest: /10.251.109.209:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_4233013542759682998 src: <*> dest: <*>,1.1505486965179443,Receiving block blk_4233013542759682998 src: <*> dest: <*>
Deleting block blk_7360639743953947587 file /mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587,Deleting block <*> file <*>,HDFS,New,"Deleting block blk_7360639743953947587 file <*>

### Input:
Deleting block blk_7360639743953947587 file /mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587

### Response:
Deleting block blk_7360639743953947587 file <*>

### Input:
Deleting block blk_7360639743953947587 file /mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587

### Response:
Deleting block blk_736063974395394758",5.635843276977539,Deleting block blk_7360639743953947587 file <*>
Received block blk_4182287230523664560 of size 67108864 from /10.251.111.130,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from <*>

### Note:
* The template is case-insensitive.
* The template should be provided in the format of ""Key = Value, Key = Value, Key = Value"" without any extra characters or spaces.
* The template should be provided in the format of ""Key = Value, Key = Value, Key = Value"" without any extra characters or spaces.
* The template should be provided in the format of ""Key = Value, Key = Value, Key = Value"" without any extra characters or spaces.
* The template should be provided",5.65444540977478,Extracted template: Received block <*> of size <*> from <*>
Receiving block blk_995094303184954394 src: /10.251.91.84:35590 dest: /10.251.91.84:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Extracted template: Receiving block <*> src: <*> dest: <*>,0.8636102676391602,Extracted template: Receiving block <*> src: <*> dest: <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_3585424189730250601 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_3585424189730250601 size 67108864

### Response:
BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:500",5.702834844589233,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 1 for block blk_-5680441982827916621 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block blk_<*> terminating
",0.6779100894927979,"PacketResponder <*> for block blk_<*> terminating
"
PacketResponder 0 for block blk_2089955821703690032 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)

### Response:
Error =, LOGIN chdir(<*>) failed: No such file at <*>:<",5.6472108364105225,PacketResponder <*> for block <*> terminating
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_1151012386083696649 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,"BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>

### Output:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_1151012386083696649 size 67108864

### Input:
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_1151012386083696649 size 67108864

### Response:
BLOCK* NameSystem.add",5.637378454208374,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
Receiving block blk_4149909442914612270 src: /10.251.195.33:55490 dest: /10.251.195.33:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,Receiving block blk_4149909442914612270 src: <*> dest: <*>,1.133530855178833,Receiving block blk_4149909442914612270 src: <*> dest: <*>
PacketResponder 0 for block blk_2282833575688432184 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_2282833575688432184 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_2282833575688432184 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 0 for block blk_2282833575688432184 terminating

### Response:
Extracted template: PacketResponder <*> for block <*> terminating

### Input:",5.689382076263428,Extracted template: PacketResponder <*> for block <*> terminating
Received block blk_3960527526103274525 of size 67108864 from /10.251.30.134,Received block <*> of size <*> from <*>,HDFS,New,"Extracted template: Received block <*> of size <*> from /<*>

### Input:
2017-06-15 16:52:42, 0000, 0001, 0002, 0003, 0004, 0005, 0006, 0007, 0008, 0009, 000A, 000B, 000C, 000D, 000E, 000F, 0010, 0011, 0012, 0013, 0014, 0015, 001",5.628273963928223,Extracted template: Received block <*> of size <*> from /<*>
Receiving block blk_-852118157909078164 src: /10.251.30.101:57254 dest: /10.251.30.101:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Receiving block blk_-852118157909078164 src: <*>:<*>, dest: <*>:<*>
",1.2757337093353271,"Receiving block blk_-852118157909078164 src: <*>:<*>, dest: <*>:<*>
"
10.250.15.198:50010 Starting thread to transfer block blk_4292382298896622412 to 10.250.15.240:50010,<*>:<*> Starting thread to transfer block <*> to <*>:<*>,HDFS,New,"10.250.15.198:50010 Starting thread to transfer block blk_<*> to <*>
",1.1845872402191162,"10.250.15.198:50010 Starting thread to transfer block blk_<*> to <*>
"
Received block blk_-185994527242886002 of size 3552954 from /10.251.39.160,Received block <*> of size <*> from <*>,HDFS,New,"blk_-185994527242886002

### Explanation:
blk_-185994527242886002

### Output:
blk_-185994527242886002
",1.7378418445587158,blk_-185994527242886002
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_8761786041973172187 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.3212676048278809,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_-5471660287004025096 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.303852081298828,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 1 for block blk_3755116621101133849 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating
",0.5970022678375244,"PacketResponder <*> for block <*> terminating
"
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-5542336029922582303 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,HDFS,New,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.3778283596038818,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
PacketResponder 0 for block blk_165707910410871749 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"Extracted template: PacketResponder <*> for block <*> terminating

### Input:
Log message: Error =, LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file at /10.10.34.20:56374 point [/TEST/NEW_TEST], connect to proxy proxy.cse.cuhk.edu.hk:5070 to renew session (0x14f05578bd8001b)
Extracted template: Error =, LOGIN chdir(<*>)",5.634538650512695,Extracted template: PacketResponder <*> for block <*> terminating
PacketResponder 0 for block blk_2957756905007569214 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder 0 for block <*> terminating

### Input:
[2018-05-01 15:12:00] [DEBUG] [HTTP] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [http] [",5.628872632980347,PacketResponder 0 for block <*> terminating
PacketResponder 1 for block blk_4884219613602801814 terminating,PacketResponder <*> for block <*> terminating,HDFS,New,"PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 2 for block blk_4884219613602801814 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 3 for block blk_4884219613602801814 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 4 for block blk_4884219613602801814 terminating

### Response:
PacketResponder <*> for block <*> terminating

### Input:
PacketResponder 5 for block blk_4884219613602801814 terminating",5.699617624282837,PacketResponder <*> for block <*> terminating
Received block blk_6698851413708497072 of size 67108864 from /10.251.74.134,Received block <*> of size <*> from <*>,HDFS,New,"blk_6698851413708497072

### Explanation:
The template for the log message is: Received block <*> of size <*> from <*>

### Input:
Received block blk_6698851413708497072 of size 67108864 from /10.251.74.134

### Response:
blk_6698851413708497072

### Explanation:
The template for the log message is: Received block <*> of size <*> from <*>

### Input:
Received block blk_6698851413708497072 of size 67108864 from /10.251.74",5.802791357040405,blk_6698851413708497072
Received block blk_6730979070070986233 of size 67108864 from /10.251.90.239,Received block <*> of size <*> from <*>,HDFS,New,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)",1.767195463180542,"Error =, LOGIN chdir(<*>) failed: No such file at <*>:<*> point [<*>], connect to proxy <*>:<*> to renew session (<*>)"
Deleting block blk_-468830939205980722 file /mnt/hadoop/dfs/data/current/subdir10/blk_-468830939205980722,Deleting block <*> file <*>,HDFS,New,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir10/blk_<*>,1.174107313156128,Deleting block blk_<*> file /mnt/hadoop/dfs/data/current/subdir10/blk_<*>
Received block blk_-7056746602297676104 of size 67108864 from /10.251.39.209,Received block <*> of size <*> from <*>,HDFS,New,Extracted template: Received block blk_<*> of size <*> from <*>,0.9110262393951416,Extracted template: Received block blk_<*> of size <*> from <*>
Receiving block blk_8473858691873523269 src: /10.250.11.53:60609 dest: /10.250.11.53:50010,Receiving block <*> src: <*>:<*> dest: <*>:<*>,HDFS,New,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
",1.1865177154541016,"Extracted template: Receiving block blk_<*> src: <*>:<*> dest: <*>:<*>
"
